,Ticker,Share Issued,Total Assets,Net PPE,Accounts Receivable,Cash And Cash Equivalents,Total Debt,Accounts Payable,Stockholders Equity,Retained Earnings,Working Capital,Total Revenue,Operating Income,EBITDA,Net Income,Capital Expenditure,Free Cash Flow
482,SCHL,43786499.0,1961300000.0,615900000.0,255900000.0,94700000.0,390700000.0,133500000.0,941300000.0,989500000.0,140300000.0,335400000.0,-23600000.0,4500000.0,-3600000.0,-24800000.0,-36800000.0
483,CVBF,139689686.0,15153655000.0,74660000.0,45716000.0,205178000.0,500000000.0,5047000.0,2186316000.0,1201499000.0,,107264000.0,,,50858000.0,-1975000.0,72776000.0
484,BHFAO,123480326.0,238537000000.0,,21126000000.0,5045000000.0,3155000000.0,,4959000000.0,-1119000000.0,,1077000000.0,,,671000000.0,,-118000000.0
485,SWKS,160741022.0,8331100000.0,1435300000.0,520000000.0,1602500000.0,1193000000.0,147200000.0,6400700000.0,6082400000.0,2864200000.0,1068500000.0,182700000.0,313200000.0,162000000.0,-48800000.0,328400000.0
486,PLL,21825465.0,349885000.0,134544000.0,5613000.0,87840000.0,31156000.0,5239000.0,298247000.0,-191605000.0,56533000.0,45586000.0,-5302000.0,-10568000.0,-11131000.0,-99000.0,-6529000.0
487,LULU,121281961.0,7603292000.0,3196873000.0,120173000.0,1984336000.0,1575791000.0,271406000.0,4324047000.0,4109717000.0,2140672000.0,3611497000.0,1042168000.0,1175761000.0,748403000.0,-234982000.0,1166408000.0
488,ASX,4343544537.0,774177000000.0,353810000000.0,109717000000.0,77100000000.0,224033000000.0,74382000000.0,311522000000.0,,10910000000.0,148153000000.0,9671000000.0,27158000000.0,7554000000.0,-36349000000.0,-16376000000.0
489,NXGL,6792953.0,10983000.0,3839000.0,933000.0,1807000.0,2826000.0,1292000.0,5755000.0,-17996000.0,2644000.0,3041000.0,-841000.0,-660000.0,-850000.0,-69000.0,-928000.0
490,PRM,169426114.0,2416394000.0,88248000.0,56048000.0,198456000.0,692736000.0,23519000.0,1157270000.0,-586723000.0,331536000.0,86231000.0,61318000.0,75601000.0,144170000.0,-6460000.0,-12447000.0
491,TGT,455566995.0,57769000000.0,36785000000.0,998000000.0,4762000000.0,19875000000.0,13053000000.0,14666000000.0,8090000000.0,-1345000000.0,30915000000.0,1467000000.0,2262000000.0,1103000000.0,-923000000.0,2366000000.0
492,TREX,141098251.0,1324298000.0,975063000.0,88356000.0,1292000.0,255379000.0,61272000.0,850142000.0,1562450000.0,-23569000.0,167627000.0,15455000.0,28907000.0,9772000.0,-85160000.0,-93633000.0
493,DHX,80881000.0,221371000.0,26908000.0,22120000.0,3702000.0,42620000.0,16154000.0,114325000.0,32481000.0,-33060000.0,34785000.0,1726000.0,6014000.0,1022000.0,-2786000.0,1583000.0
494,SIGI,105836427.0,14197563000.0,100098000.0,2464686000.0,124000.0,903232000.0,,3258540000.0,3223731000.0,,1285186000.0,,,109896000.0,-13013000.0,270974000.0
495,MSI,168663547.0,14433000000.0,1560000000.0,1770000000.0,1564000000.0,6525000000.0,1006000000.0,1641000000.0,2223000000.0,977000000.0,2528000000.0,594000000.0,697000000.0,430000000.0,-37000000.0,473000000.0
496,BILL,101944525.0,9674206000.0,154611000.0,28911000.0,1566271000.0,1775270000.0,5723000.0,3809394000.0,-1457551000.0,2717724000.0,362554000.0,-21710000.0,60261000.0,33548000.0,-9588000.0,69128000.0
497,RDDT,180315979.0,2336595000.0,35901000.0,349534000.0,562092000.0,26702000.0,45423000.0,2130749000.0,-1200838000.0,2047377000.0,427707000.0,52872000.0,57033000.0,71036000.0,-842000.0,89155000.0
498,GSBC,11723548.0,5981628000.0,132466000.0,20430000.0,195756000.0,101897000.0,12761000.0,599568000.0,603477000.0,,56468000.0,,,14922000.0,-1432000.0,8354000.0
499,CLBK,131405179.0,10475493000.0,81772000.0,40383000.0,289223000.0,1080600000.0,,1080376000.0,881951000.0,,22711000.0,,,-21223000.0,-1621000.0,27279000.0
500,GDEN,27428951.0,1079906000.0,829361000.0,13176000.0,57725000.0,504042000.0,21692000.0,474227000.0,-7848000.0,2805000.0,164204000.0,13984000.0,34391000.0,2978000.0,-8204000.0,14328000.0
501,RFL,25014259.0,83042000.0,1933000.0,200000.0,48319000.0,2389000.0,2546000.0,69381000.0,-215390000.0,58723000.0,77000.0,-3589000.0,-5054000.0,-4641000.0,-8000.0,-2323000.0
502,TMQ,163941185.0,132390000.0,145000.0,19000.0,25213000.0,134000.0,297000.0,131590000.0,-94023000.0,24627000.0,0.0,-3243000.0,-3243000.0,-3623000.0,,-748000.0
503,BFRI,8873932.0,22101000.0,983000.0,5315000.0,5905000.0,4922000.0,1856000.0,4433000.0,-117409000.0,8679000.0,12559000.0,-1712000.0,-1123000.0,-1396000.0,-1000.0,-1018000.0
504,IBEX,18638647.0,272498000.0,86225000.0,120581000.0,20206000.0,94406000.0,19924000.0,108937000.0,5676000.0,48374000.0,140682000.0,11928000.0,16525000.0,9268000.0,-4319000.0,-3178000.0
505,ALLK,89343634.0,96601000.0,10827000.0,,17753000.0,4158000.0,5490000.0,78817000.0,-1234295000.0,67802000.0,0.0,-24656000.0,-19750000.0,376000.0,-10000.0,-12504000.0
506,BFRIW,8873932.0,22101000.0,983000.0,5315000.0,5905000.0,4922000.0,1856000.0,4433000.0,-117409000.0,8679000.0,12559000.0,-1712000.0,-1123000.0,-1396000.0,-1000.0,-1018000.0
507,PH,181046128.0,28271463000.0,2800992000.0,2445845000.0,395507000.0,9041241000.0,1794884000.0,13118553000.0,20331500000.0,361171000.0,4742593000.0,937943000.0,1492482000.0,948542000.0,-121191000.0,813567000.0
508,MAZE,43776978.0,240542000.0,29918000.0,,196812000.0,26628000.0,1939000.0,-311183000.0,-358427000.0,180998000.0,0.0,-29726000.0,-29021000.0,-29579000.0,-605000.0,-23057000.0
509,AME,230746910.0,14877096000.0,1059020000.0,996536000.0,399001000.0,1930966000.0,534447000.0,9969946000.0,11337987000.0,798237000.0,1731971000.0,454829000.0,559582000.0,351758000.0,-23069000.0,394476000.0
510,RH,18726116.0,4554689000.0,2638980000.0,63484000.0,30413000.0,3937889000.0,245260000.0,-163589000.0,-510852000.0,386205000.0,812406000.0,70329000.0,102504000.0,13917000.0,-50891000.0,-69665000.0
511,TGI,77353955.0,1511786000.0,151880000.0,139977000.0,133487000.0,970351000.0,121775000.0,-82320000.0,-682791000.0,460637000.0,315556000.0,45697000.0,45424000.0,14605000.0,-932000.0,32238000.0
512,CDT,1538301.0,4193000.0,303000.0,,554000.0,7457000.0,1428000.0,-6793000.0,-29101000.0,-8026000.0,0.0,-3213000.0,-861000.0,-2406000.0,,-3813000.0
513,EIX,384763662.0,88420000000.0,61323000000.0,1864000000.0,1318000000.0,39560000000.0,2156000000.0,16622000000.0,8662000000.0,-342000000.0,3811000000.0,2142000000.0,2983000000.0,1492000000.0,-1408000000.0,-184000000.0
514,AREBW,68483.0,10006215.0,3230536.0,1170944.0,287546.0,10812357.0,3193022.0,-7631882.0,-65086200.0,-8940228.0,1783252.0,-4954253.0,-5931033.0,-7902125.0,,-1924953.0
515,EMR,953400000.0,42610000000.0,2743000000.0,2694000000.0,2834000000.0,7623000000.0,1260000000.0,20490000000.0,41112000000.0,3236000000.0,4175000000.0,782000000.0,1210000000.0,585000000.0,-83000000.0,694000000.0
516,KTB,55310671.0,1650539000.0,150471000.0,235774000.0,334066000.0,791160000.0,179680000.0,400055000.0,199959000.0,670376000.0,699284000.0,84295000.0,99069000.0,63978000.0,-7515000.0,74457000.0
517,IMPP,,449505061.0,208308779.0,13456083.0,67783531.0,78761.0,5243872.0,420667668.0,146024662.0,199560389.0,26211665.0,4997913.0,8660730.0,3917661.0,-78698.0,9000429.0
518,PSMT,32689572.0,2092665000.0,1052971000.0,20400000.0,130363000.0,236179000.0,497732000.0,1172586000.0,932673000.0,173338000.0,1363886000.0,66485000.0,84466000.0,43760000.0,-34631000.0,53224000.0
519,BXC,8119735.0,1633470000.0,320335000.0,275574000.0,449020000.0,658729000.0,213111000.0,636114000.0,525060000.0,885729000.0,709226000.0,10724000.0,25751000.0,2805000.0,-5932000.0,-39840000.0
520,HCTI,5666781.0,1961000.0,12000.0,1110000.0,20000.0,2650000.0,2539000.0,-5114000.0,-33571000.0,-5623000.0,2190000.0,-328000.0,-636000.0,-1348000.0,,-811000.0
521,MEG,34309788.0,990353000.0,123174000.0,158883000.0,12935000.0,280996000.0,33424000.0,446264000.0,-272670000.0,79337000.0,189058000.0,-22695000.0,-1762000.0,-28223000.0,-2696000.0,29260000.0
522,WPM,453677299.0,7424457000.0,6475786000.0,4717000.0,818166000.0,5171000.0,13553000.0,7259379000.0,3524774000.0,798576000.0,380516000.0,230814000.0,194615000.0,88147000.0,-118965000.0,200506000.0
523,REGCO,181361454.0,12391961000.0,330241000.0,192813000.0,56283000.0,5018169000.0,392302000.0,6724146000.0,-1980076000.0,-123632000.0,372536000.0,135508000.0,232106000.0,86477000.0,,191385000.0
524,PDYNW,26863965.0,56253000.0,13085000.0,134000.0,31188000.0,11036000.0,435000.0,-9533000.0,-490831000.0,38297000.0,761000.0,-6484000.0,-6271000.0,-52969000.0,-48000.0,-5144000.0
525,TBLA,369885336.0,1718658000.0,128384000.0,370110000.0,226583000.0,180894000.0,309229000.0,1051906000.0,-154220000.0,170419000.0,491040000.0,47223000.0,72175000.0,33143000.0,-10025000.0,51910000.0
526,PWOD,8066968.0,2232338000.0,30600000.0,11114000.0,28972000.0,297743000.0,4664000.0,205231000.0,115331000.0,,18273000.0,,,3741000.0,-247000.0,10874000.0
527,GROV,39351716.0,65010000.0,16209000.0,,19627000.0,22085000.0,6800000.0,16223000.0,-648513000.0,17877000.0,49501000.0,-8332000.0,-8617000.0,-12635000.0,-365000.0,-95000.0
528,RPD,64067220.0,1652034000.0,81122000.0,168242000.0,334686000.0,1018174000.0,18908000.0,17711000.0,-988034000.0,155895000.0,216261000.0,3626000.0,16252000.0,-1481000.0,-4931000.0,58842000.0
529,OMER,57949760.0,277079000.0,17639000.0,6940000.0,3400000.0,207020000.0,5905000.0,-182609000.0,-910345000.0,54594000.0,0.0,-35660000.0,-33063000.0,-31358000.0,-26000.0,-29006000.0
530,CNP,652726920.0,44486000000.0,33100000000.0,869000000.0,1254000000.0,22187000000.0,1042000000.0,10955000000.0,1869000000.0,-305000000.0,2920000000.0,649000000.0,979000000.0,297000000.0,-1038000000.0,-628000000.0
531,CIGI,50610676.0,6100617000.0,625818000.0,735546000.0,176257000.0,2057988000.0,494601000.0,1324863000.0,-186273000.0,91343000.0,1501617000.0,127810000.0,188552000.0,75117000.0,-338824000.0,-123517000.0
532,DESP,84442286.0,904787000.0,29780000.0,253922000.0,222793000.0,66796000.0,416277000.0,-94408000.0,-590927000.0,-108189000.0,221425000.0,31379000.0,-33818000.0,-8263000.0,-8715000.0,20576000.0
533,FRGE,184163443.0,263506000.0,8027000.0,4706000.0,105140000.0,14569000.0,1941000.0,223582000.0,-346972000.0,94023000.0,18273000.0,-18699000.0,-16707000.0,-15643000.0,-248000.0,-8148000.0
534,NCRA,13636987.0,7059829.0,1455478.0,100866.0,372270.0,33700.0,1012037.0,4590521.0,-20179188.0,-1176035.0,1363101.0,-301071.0,-239428.0,-285418.0,,-251521.0
535,CAL,33634245.0,1894754000.0,739543000.0,155905000.0,29636000.0,826546000.0,237038000.0,599024000.0,442390000.0,78576000.0,639227000.0,13444000.0,19683000.0,4930000.0,-11358000.0,17349000.0
536,ACR,7451461.0,1881467000.0,20143000.0,14655000.0,56713000.0,1405630000.0,6958000.0,439128000.0,-720268000.0,,28937000.0,,,9530000.0,,757000.0
537,FDX,318000000.0,85043000000.0,57432000000.0,10230000000.0,5135000000.0,37031000000.0,3604000000.0,26708000000.0,39754000000.0,3318000000.0,22160000000.0,1471000000.0,2537000000.0,909000000.0,-997000000.0,1015000000.0
538,PRPL,107516000.0,307845000.0,169390000.0,33057000.0,29011000.0,158127000.0,40639000.0,20198000.0,-573866000.0,25365000.0,128975000.0,-6602000.0,3764000.0,-8479000.0,-1149000.0,5612000.0
539,UPB,53603398.0,481719000.0,2365000.0,613000.0,325892000.0,1834000.0,4041000.0,469852000.0,-190780000.0,468423000.0,613000.0,-26318000.0,-26269000.0,-21242000.0,-185000.0,-19797000.0
540,PENN,177862607.0,15261700000.0,9696100000.0,99600000.0,706600000.0,11249200000.0,50800000.0,2862700000.0,-647000000.0,-260700000.0,1669000000.0,41000000.0,71900000.0,-133300000.0,-229500000.0,-126600000.0
541,QXO,409430195.0,5098262000.0,704000.0,2736000.0,5068504000.0,577000.0,6194000.0,5052899000.0,-6229000.0,5044477000.0,14743000.0,-33101000.0,89042000.0,11289000.0,-38000.0,53922000.0
542,CIG,2861781895.0,59726000000.0,4102000000.0,5596000000.0,1898000000.0,12709000000.0,4203000000.0,27377000000.0,,-1914000000.0,12302879000.0,-2083089000.0,952078000.0,996422000.0,,1191584000.0
543,ZIP,98443316.0,664060000.0,10896000.0,23454000.0,218432000.0,552721000.0,10519000.0,13430000.0,-18385000.0,462079000.0,111020000.0,-4016000.0,4229000.0,-10793000.0,-1867000.0,10625000.0
544,ON,622655553.0,14089800000.0,4401900000.0,1160100000.0,2691300000.0,3366900000.0,574500000.0,8796400000.0,8120900000.0,5417200000.0,1722500000.0,439500000.0,624400000.0,379900000.0,-144900000.0,434800000.0
545,GE,1066386643.0,124123000000.0,7426000000.0,7493000000.0,12405000000.0,19571000000.0,6795000000.0,19251000000.0,82081000000.0,2636000000.0,9934000000.0,2003000000.0,2754000000.0,1978000000.0,-208000000.0,1301000000.0
546,ANAB,30473000.0,483834000.0,16232000.0,40765000.0,123080000.0,16037000.0,4002000.0,70868000.0,-759327000.0,386448000.0,43113000.0,-9670000.0,-3785000.0,-21784000.0,-263000.0,-66935000.0
547,PACK,83267367.0,1104200000.0,158500000.0,43900000.0,76100000.0,431200000.0,26900000.0,548100000.0,-145300000.0,82800000.0,105000000.0,1400000.0,10300000.0,-10800000.0,-7800000.0,-1300000.0
548,GPRO,154761065.0,543678000.0,23099000.0,85944000.0,102811000.0,122211000.0,85936000.0,151689000.0,-681607000.0,-17022000.0,200882000.0,-35079000.0,-36757000.0,-37191000.0,-416000.0,-25515000.0
549,SCS,113733433.0,2330400000.0,469300000.0,323100000.0,346300000.0,600700000.0,228200000.0,951700000.0,985900000.0,359900000.0,788000000.0,9700000.0,35500000.0,27600000.0,-11500000.0,-10900000.0
550,BSBR,7498531051.0,1238796810000.0,6021900000.0,,204884465000.0,23137784000.0,,119491685000.0,61453920000.0,,14152694000.0,,,3058779000.0,-718912000.0,-42949079000.0
551,CLGN,11454512.0,18710000.0,5281000.0,150000.0,11909000.0,3081000.0,870000.0,13465000.0,-113350000.0,10210000.0,164000.0,-3974000.0,-3732000.0,-3878000.0,-59000.0,-3523000.0
552,SOUNW,393631865.0,553953000.0,5932000.0,23159000.0,198240000.0,4350000.0,5559000.0,182653000.0,-943060000.0,187778000.0,34543000.0,-36126000.0,-246427000.0,-258599000.0,-80000.0,-33203000.0
553,JBTM,31861680.0,3413800000.0,233700000.0,239700000.0,1228400000.0,1252100000.0,131000000.0,1544200000.0,1535900000.0,1327800000.0,467600000.0,16000000.0,20700000.0,-7000000.0,-10000000.0,118700000.0
554,ACONW,1369.0,2123483.0,5499.0,18326.0,453661.0,,525582.0,970057.0,-51262311.0,-329147.0,10232.0,-1806220.0,-1937056.0,-1989572.0,-60717.0,-983578.0
555,RM,14921000.0,1909109000.0,52119000.0,,3951000.0,1512577000.0,,357078000.0,378482000.0,,135027000.0,,,9914000.0,-4152000.0,59690000.0
556,AEM,503404786.0,30594104000.0,21652900000.0,14887000.0,1138312000.0,1280736000.0,731290000.0,21641852000.0,2604517000.0,1695218000.0,2468248000.0,1159570000.0,1633815000.0,814731000.0,-453949000.0,590297000.0
557,BIIB,170300000.0,28033100000.0,3478800000.0,1996500000.0,2598300000.0,6621200000.0,391500000.0,16978700000.0,19500300000.0,2328600000.0,2431000000.0,625200000.0,554400000.0,240500000.0,-47100000.0,212200000.0
558,NCNA,98130000.0,14774000.0,197000.0,,6749000.0,190000.0,2705000.0,5954000.0,-224294000.0,3599000.0,0.0,-1269000.0,-1154000.0,-653000.0,-51000.0,-7506000.0
559,SNDX,85694443.0,724816000.0,2022000.0,7602000.0,154083000.0,345739000.0,11626000.0,288124000.0,-1221158000.0,499508000.0,7680000.0,-96365000.0,-89363000.0,-94169000.0,,-57388000.0
560,FTS,499301105.0,73486000000.0,49520000000.0,1009000000.0,220000000.0,33702000000.0,1121000000.0,23808000000.0,4521000000.0,-2240000000.0,2949000000.0,864000000.0,1412000000.0,415000000.0,-1693000000.0,-731000000.0
561,RDIB,22426184.0,471011000.0,375567000.0,5276000.0,12347000.0,390218000.0,54471000.0,-4364000.0,-114790000.0,-104584000.0,58576000.0,-1906000.0,3528000.0,-5816000.0,,7985000.0
562,TTD,496101000.0,6111951000.0,473093000.0,3330343000.0,1369463000.0,312215000.0,2631213000.0,2949145000.0,354249000.0,2462993000.0,741012000.0,195309000.0,219421000.0,182229000.0,-22306000.0,177095000.0
563,CLB,46966868.0,591519000.0,155433000.0,117031000.0,22107000.0,180002000.0,38497000.0,253388000.0,149657000.0,125041000.0,123585000.0,7032000.0,8134000.0,-154000.0,-3579000.0,3081000.0
564,VRAR,20264217.0,22254696.0,260932.0,1391879.0,8445288.0,201619.0,295776.0,17917948.0,-64027593.0,6584217.0,3168934.0,35088.0,135624.0,25872.0,-16950.0,154942.0
565,DXCM,410300000.0,6751700000.0,1423800000.0,1155200000.0,904900000.0,2583200000.0,432000000.0,2266600000.0,1703000000.0,1516700000.0,1036000000.0,133700000.0,219000000.0,105400000.0,-87000000.0,96800000.0
566,MCD,1660600000.0,55182000000.0,38634000000.0,2383000000.0,1085000000.0,51948000000.0,1029000000.0,-3796000000.0,66834000000.0,738000000.0,6388000000.0,2879000000.0,3471000000.0,2016000000.0,-807000000.0,1824000000.0
567,SVII,9880096.0,26110797.0,,,495352.0,1500000.0,88768.0,24402029.0,-1152822.0,-1152055.0,0.0,-226010.0,-226010.0,945136.0,,-232361.0
568,CERT,161958810.0,1575104000.0,16008000.0,90609000.0,179183000.0,311897000.0,3502000.0,1058656000.0,-128281000.0,164764000.0,100361000.0,6003000.0,25400000.0,6577000.0,-5836000.0,43533000.0
569,GGR,295066497.0,700427000.0,473558000.0,16977000.0,117148000.0,393180000.0,29271000.0,176540000.0,-548732000.0,-22805000.0,73130000.0,-23868000.0,-41805000.0,-71328000.0,-60510000.0,-63922000.0
